index STRING_id
221 1317117.ATO7_01605
222 1317117.ATO7_01610
223 1317117.ATO7_01615
224 1317117.ATO7_01620
225 1317117.ATO7_01630
226 1317117.ATO7_01645
227 1317117.ATO7_01670
228 1317117.ATO7_01675
229 1317117.ATO7_01680
230 1317117.ATO7_01685
231 1317117.ATO7_01690
232 1317117.ATO7_01695
233 1317117.ATO7_01715
234 1317117.ATO7_01720
235 1317117.ATO7_01725
236 1317117.ATO7_01730
237 1317117.ATO7_01735
238 1317117.ATO7_01740
239 1317117.ATO7_01745
240 1317117.ATO7_01750
241 1317117.ATO7_01755
242 1317117.ATO7_01770
243 1317117.ATO7_01780
244 1317117.ATO7_01785
245 1317117.ATO7_01790
246 1317117.ATO7_01795
247 1317117.ATO7_01800
248 1317117.ATO7_01805
249 1317117.ATO7_01810
250 1317117.ATO7_01815
251 1317117.ATO7_01820
252 1317117.ATO7_01825
253 1317117.ATO7_01840
254 1317117.ATO7_01845
255 1317117.ATO7_01850
256 1317117.ATO7_01860
257 1317117.ATO7_01870
258 1317117.ATO7_01875
259 1317117.ATO7_01880
260 1317117.ATO7_01895
261 1317117.ATO7_01900
262 1317117.ATO7_01910
263 1317117.ATO7_01915
264 1317117.ATO7_01925
265 1317117.ATO7_01940
266 1317117.ATO7_01945
267 1317117.ATO7_01950
268 1317117.ATO7_01955
269 1317117.ATO7_01960
270 1317117.ATO7_01975
271 1317117.ATO7_02005
272 1317117.ATO7_02010
273 1317117.ATO7_02015
274 1317117.ATO7_02020
275 1317117.ATO7_02025
276 1317117.ATO7_02030
277 1317117.ATO7_02040
278 1317117.ATO7_02045
279 1317117.ATO7_02050
280 1317117.ATO7_02055
281 1317117.ATO7_02060
282 1317117.ATO7_02065
283 1317117.ATO7_02070
284 1317117.ATO7_02075
285 1317117.ATO7_02080
286 1317117.ATO7_02085
287 1317117.ATO7_02130
288 1317117.ATO7_02135
289 1317117.ATO7_02140
290 1317117.ATO7_02145
291 1317117.ATO7_02150
292 1317117.ATO7_02155
293 1317117.ATO7_02160
294 1317117.ATO7_02165
295 1317117.ATO7_02170
296 1317117.ATO7_02175
297 1317117.ATO7_02180
298 1317117.ATO7_02185
299 1317117.ATO7_02195
300 1317117.ATO7_02200
301 1317117.ATO7_02205
302 1317117.ATO7_02210
303 1317117.ATO7_02220
304 1317117.ATO7_02225
305 1317117.ATO7_02235
306 1317117.ATO7_02245
307 1317117.ATO7_02250
308 1317117.ATO7_02255
309 1317117.ATO7_02265
310 1317117.ATO7_02275
311 1317117.ATO7_02285
312 1317117.ATO7_02290
313 1317117.ATO7_02295
314 1317117.ATO7_02300
315 1317117.ATO7_02305
316 1317117.ATO7_02310
317 1317117.ATO7_02315
318 1317117.ATO7_02320
319 1317117.ATO7_02325
320 1317117.ATO7_02330
321 1317117.ATO7_02335
322 1317117.ATO7_02340
323 1317117.ATO7_02345
324 1317117.ATO7_02360
325 1317117.ATO7_02365
326 1317117.ATO7_02370
327 1317117.ATO7_02380
328 1317117.ATO7_02385
329 1317117.ATO7_02410
330 1317117.ATO7_02415
331 1317117.ATO7_02420
332 1317117.ATO7_02425
333 1317117.ATO7_02430
334 1317117.ATO7_02435
335 1317117.ATO7_02440
336 1317117.ATO7_02445
337 1317117.ATO7_02450
338 1317117.ATO7_02470
339 1317117.ATO7_02475
340 1317117.ATO7_02480
341 1317117.ATO7_02485
342 1317117.ATO7_02490
343 1317117.ATO7_02500
344 1317117.ATO7_02510
345 1317117.ATO7_02515
346 1317117.ATO7_02525
347 1317117.ATO7_02540
348 1317117.ATO7_02545
349 1317117.ATO7_02550
350 1317117.ATO7_02555
351 1317117.ATO7_02600
352 1317117.ATO7_02605
353 1317117.ATO7_02610
354 1317117.ATO7_02620
355 1317117.ATO7_02625
356 1317117.ATO7_02630
357 1317117.ATO7_02635
358 1317117.ATO7_02640
359 1317117.ATO7_02645
360 1317117.ATO7_02650
361 1317117.ATO7_02655
362 1317117.ATO7_02670
363 1317117.ATO7_02675
364 1317117.ATO7_02695
365 1317117.ATO7_02700
366 1317117.ATO7_02710
367 1317117.ATO7_02715
368 1317117.ATO7_02720
369 1317117.ATO7_02730
370 1317117.ATO7_02740
371 1317117.ATO7_02745
372 1317117.ATO7_02755
373 1317117.ATO7_02765
374 1317117.ATO7_02775
375 1317117.ATO7_02780
376 1317117.ATO7_02795
377 1317117.ATO7_02800
378 1317117.ATO7_02805
379 1317117.ATO7_02845
380 1317117.ATO7_02850
381 1317117.ATO7_02860
382 1317117.ATO7_02865
383 1317117.ATO7_02870
384 1317117.ATO7_02890
385 1317117.ATO7_02895
386 1317117.ATO7_02900
387 1317117.ATO7_02905
388 1317117.ATO7_02910
389 1317117.ATO7_02915
390 1317117.ATO7_02920
391 1317117.ATO7_02925
392 1317117.ATO7_02930
393 1317117.ATO7_02935
394 1317117.ATO7_02940
395 1317117.ATO7_02945
396 1317117.ATO7_02950
397 1317117.ATO7_02960
398 1317117.ATO7_02965
399 1317117.ATO7_02970
400 1317117.ATO7_02975
401 1317117.ATO7_02990
402 1317117.ATO7_02995
403 1317117.ATO7_03005
404 1317117.ATO7_03015
405 1317117.ATO7_03020
406 1317117.ATO7_03025
407 1317117.ATO7_03050
408 1317117.ATO7_03055
409 1317117.ATO7_03060
410 1317117.ATO7_03065
411 1317117.ATO7_03085
412 1317117.ATO7_03090
413 1317117.ATO7_03095
414 1317117.ATO7_03100
415 1317117.ATO7_03105
416 1317117.ATO7_03110
417 1317117.ATO7_03115
418 1317117.ATO7_03120
419 1317117.ATO7_03125
420 1317117.ATO7_03130
421 1317117.ATO7_03135
422 1317117.ATO7_03150
423 1317117.ATO7_03160
424 1317117.ATO7_03165
425 1317117.ATO7_03170
426 1317117.ATO7_03175
427 1317117.ATO7_03180
428 1317117.ATO7_03185
429 1317117.ATO7_03190
430 1317117.ATO7_03195
431 1317117.ATO7_03210
432 1317117.ATO7_03215
433 1317117.ATO7_03220
434 1317117.ATO7_03225
435 1317117.ATO7_03230
436 1317117.ATO7_03235
437 1317117.ATO7_03240
438 1317117.ATO7_03245
439 1317117.ATO7_03250
440 1317117.ATO7_03255
441 1317117.ATO7_03260
442 1317117.ATO7_03265
443 1317117.ATO7_03270
444 1317117.ATO7_03280
445 1317117.ATO7_03285
446 1317117.ATO7_03290
447 1317117.ATO7_03295
448 1317117.ATO7_03300
449 1317117.ATO7_03305
450 1317117.ATO7_03310
451 1317117.ATO7_03315
452 1317117.ATO7_03320
453 1317117.ATO7_03325
454 1317117.ATO7_03330
455 1317117.ATO7_03335
456 1317117.ATO7_03340
457 1317117.ATO7_03350
458 1317117.ATO7_03355
459 1317117.ATO7_03360
460 1317117.ATO7_03365
461 1317117.ATO7_03375
462 1317117.ATO7_03380
463 1317117.ATO7_03385
464 1317117.ATO7_03390
465 1317117.ATO7_03395
466 1317117.ATO7_03400
467 1317117.ATO7_03410
468 1317117.ATO7_03420
469 1317117.ATO7_03440
470 1317117.ATO7_03445
471 1317117.ATO7_03450
472 1317117.ATO7_03465
473 1317117.ATO7_03470
474 1317117.ATO7_03485
475 1317117.ATO7_03490
476 1317117.ATO7_03500
477 1317117.ATO7_03505
478 1317117.ATO7_03510
479 1317117.ATO7_03520
480 1317117.ATO7_03525
481 1317117.ATO7_03530
482 1317117.ATO7_03535
483 1317117.ATO7_03540
484 1317117.ATO7_03550
485 1317117.ATO7_03555
486 1317117.ATO7_03570
487 1317117.ATO7_03580
488 1317117.ATO7_03585
489 1317117.ATO7_03600
490 1317117.ATO7_03610
491 1317117.ATO7_03615
492 1317117.ATO7_03620
493 1317117.ATO7_03625
494 1317117.ATO7_03630
495 1317117.ATO7_03635
496 1317117.ATO7_03640
497 1317117.ATO7_03645
498 1317117.ATO7_03650
499 1317117.ATO7_03660
500 1317117.ATO7_03665
501 1317117.ATO7_03685
502 1317117.ATO7_03690
503 1317117.ATO7_03695
504 1317117.ATO7_03700
505 1317117.ATO7_03705
506 1317117.ATO7_03710
507 1317117.ATO7_03715
508 1317117.ATO7_03730
509 1317117.ATO7_03735
510 1317117.ATO7_03740
511 1317117.ATO7_03745
512 1317117.ATO7_03750
513 1317117.ATO7_03755
514 1317117.ATO7_03760
515 1317117.ATO7_03765
516 1317117.ATO7_03770
517 1317117.ATO7_03775
518 1317117.ATO7_03780
519 1317117.ATO7_03785
520 1317117.ATO7_03790
521 1317117.ATO7_03795
522 1317117.ATO7_03800
523 1317117.ATO7_03805
524 1317117.ATO7_03810
525 1317117.ATO7_03815
526 1317117.ATO7_03820
527 1317117.ATO7_03825
528 1317117.ATO7_03830
529 1317117.ATO7_03835
530 1317117.ATO7_03840
531 1317117.ATO7_03845
532 1317117.ATO7_03850
533 1317117.ATO7_03855
534 1317117.ATO7_03860
535 1317117.ATO7_03865
536 1317117.ATO7_03870
537 1317117.ATO7_03875
538 1317117.ATO7_03880
539 1317117.ATO7_03885
540 1317117.ATO7_03890
541 1317117.ATO7_03895
542 1317117.ATO7_03900
543 1317117.ATO7_03905
544 1317117.ATO7_03910
545 1317117.ATO7_03915
546 1317117.ATO7_03920
547 1317117.ATO7_03925
548 1317117.ATO7_03930
549 1317117.ATO7_03935
550 1317117.ATO7_03945
551 1317117.ATO7_03950
552 1317117.ATO7_03955
553 1317117.ATO7_03965
554 1317117.ATO7_03970
555 1317117.ATO7_03975
556 1317117.ATO7_03980
557 1317117.ATO7_03985
558 1317117.ATO7_04005
559 1317117.ATO7_04010
560 1317117.ATO7_04015
561 1317117.ATO7_04020
562 1317117.ATO7_04025
563 1317117.ATO7_04035
564 1317117.ATO7_04040
565 1317117.ATO7_04050
566 1317117.ATO7_04060
567 1317117.ATO7_04065
568 1317117.ATO7_04075
569 1317117.ATO7_04085
570 1317117.ATO7_04100
571 1317117.ATO7_04105
572 1317117.ATO7_04130
573 1317117.ATO7_04175
574 1317117.ATO7_04180
575 1317117.ATO7_04185
576 1317117.ATO7_04205
577 1317117.ATO7_04210
578 1317117.ATO7_04215
579 1317117.ATO7_04220
580 1317117.ATO7_04225
581 1317117.ATO7_04230
582 1317117.ATO7_04240
583 1317117.ATO7_04250
584 1317117.ATO7_04260
585 1317117.ATO7_04265
586 1317117.ATO7_04270
587 1317117.ATO7_04280
588 1317117.ATO7_04285
589 1317117.ATO7_04290
590 1317117.ATO7_04300
591 1317117.ATO7_04305
592 1317117.ATO7_04310
593 1317117.ATO7_04315
594 1317117.ATO7_04320
595 1317117.ATO7_04325
596 1317117.ATO7_04340
597 1317117.ATO7_04360
598 1317117.ATO7_04370
599 1317117.ATO7_04390
600 1317117.ATO7_04395
601 1317117.ATO7_04400
602 1317117.ATO7_04410
603 1317117.ATO7_04430
604 1317117.ATO7_04435
605 1317117.ATO7_04440
606 1317117.ATO7_04460
607 1317117.ATO7_04480
608 1317117.ATO7_04495
609 1317117.ATO7_04500
610 1317117.ATO7_04505
611 1317117.ATO7_04510
612 1317117.ATO7_04515
613 1317117.ATO7_04520
614 1317117.ATO7_04525
615 1317117.ATO7_04530
616 1317117.ATO7_04535
617 1317117.ATO7_04555
618 1317117.ATO7_04560
619 1317117.ATO7_04570
620 1317117.ATO7_04575
621 1317117.ATO7_04580
622 1317117.ATO7_04585
623 1317117.ATO7_04605
624 1317117.ATO7_04620
625 1317117.ATO7_04625
626 1317117.ATO7_04630
627 1317117.ATO7_04640
628 1317117.ATO7_04645
629 1317117.ATO7_04655
630 1317117.ATO7_04675
631 1317117.ATO7_04695
632 1317117.ATO7_04700
633 1317117.ATO7_04715
634 1317117.ATO7_04720
635 1317117.ATO7_04725
636 1317117.ATO7_04730
637 1317117.ATO7_04735
638 1317117.ATO7_04740
639 1317117.ATO7_04745
640 1317117.ATO7_04760
641 1317117.ATO7_04765
642 1317117.ATO7_04780
643 1317117.ATO7_04785
644 1317117.ATO7_04805
645 1317117.ATO7_04810
646 1317117.ATO7_04815
647 1317117.ATO7_04820
648 1317117.ATO7_04825
649 1317117.ATO7_04830
650 1317117.ATO7_04840
651 1317117.ATO7_04845
652 1317117.ATO7_04855
653 1317117.ATO7_04860
654 1317117.ATO7_04865
655 1317117.ATO7_04870
656 1317117.ATO7_04880
657 1317117.ATO7_04890
658 1317117.ATO7_04895
659 1317117.ATO7_04900
660 1317117.ATO7_04925
661 1317117.ATO7_04940
662 1317117.ATO7_04945
663 1317117.ATO7_04960
664 1317117.ATO7_04975
665 1317117.ATO7_04980
666 1317117.ATO7_04985
667 1317117.ATO7_04990
668 1317117.ATO7_04995
669 1317117.ATO7_05000
670 1317117.ATO7_05005
671 1317117.ATO7_05010
672 1317117.ATO7_05020
673 1317117.ATO7_05025
674 1317117.ATO7_05030
675 1317117.ATO7_05035
676 1317117.ATO7_05040
677 1317117.ATO7_05050
678 1317117.ATO7_05060
679 1317117.ATO7_05065
680 1317117.ATO7_05070
681 1317117.ATO7_05075
682 1317117.ATO7_05080
683 1317117.ATO7_05090
684 1317117.ATO7_05095
685 1317117.ATO7_05105
686 1317117.ATO7_05110
687 1317117.ATO7_05115
688 1317117.ATO7_05120
689 1317117.ATO7_05125
690 1317117.ATO7_05130
691 1317117.ATO7_05135
692 1317117.ATO7_05140
693 1317117.ATO7_05145
694 1317117.ATO7_05150
695 1317117.ATO7_05155
696 1317117.ATO7_05160
697 1317117.ATO7_05170
698 1317117.ATO7_05175
699 1317117.ATO7_05180
700 1317117.ATO7_05185
701 1317117.ATO7_05190
702 1317117.ATO7_05195
703 1317117.ATO7_05200
704 1317117.ATO7_05220
705 1317117.ATO7_05235
706 1317117.ATO7_05240
707 1317117.ATO7_05270
708 1317117.ATO7_05280
709 1317117.ATO7_05295
710 1317117.ATO7_05310
711 1317117.ATO7_05315
712 1317117.ATO7_05320
713 1317117.ATO7_05325
714 1317117.ATO7_05330
715 1317117.ATO7_05335
716 1317117.ATO7_05340
717 1317117.ATO7_05345
718 1317117.ATO7_05350
719 1317117.ATO7_05355
720 1317117.ATO7_05360
721 1317117.ATO7_05365
722 1317117.ATO7_05370
723 1317117.ATO7_05375
724 1317117.ATO7_05380
725 1317117.ATO7_05385
726 1317117.ATO7_05395
727 1317117.ATO7_05400
728 1317117.ATO7_05405
729 1317117.ATO7_05410
730 1317117.ATO7_05415
731 1317117.ATO7_05420
732 1317117.ATO7_05425
733 1317117.ATO7_05435
734 1317117.ATO7_05455
735 1317117.ATO7_05460
736 1317117.ATO7_05465
737 1317117.ATO7_05470
738 1317117.ATO7_05475
739 1317117.ATO7_05480
740 1317117.ATO7_05485
741 1317117.ATO7_05490
742 1317117.ATO7_05500
743 1317117.ATO7_05505
744 1317117.ATO7_05520
745 1317117.ATO7_05530
746 1317117.ATO7_05540
747 1317117.ATO7_05545
748 1317117.ATO7_05550
749 1317117.ATO7_05555
750 1317117.ATO7_05560
751 1317117.ATO7_05580
752 1317117.ATO7_05585
753 1317117.ATO7_05590
754 1317117.ATO7_05610
755 1317117.ATO7_05615
756 1317117.ATO7_05620
757 1317117.ATO7_05625
758 1317117.ATO7_05630
759 1317117.ATO7_05635
760 1317117.ATO7_05650
761 1317117.ATO7_05655
762 1317117.ATO7_05660
763 1317117.ATO7_05665
764 1317117.ATO7_05670
765 1317117.ATO7_05680
766 1317117.ATO7_05685
767 1317117.ATO7_05695
768 1317117.ATO7_05705
769 1317117.ATO7_05710
770 1317117.ATO7_05730
771 1317117.ATO7_05735
772 1317117.ATO7_05740
773 1317117.ATO7_05745
774 1317117.ATO7_05750
775 1317117.ATO7_05770
776 1317117.ATO7_05775
777 1317117.ATO7_05785
778 1317117.ATO7_05790
779 1317117.ATO7_05795
780 1317117.ATO7_05800
781 1317117.ATO7_05805
782 1317117.ATO7_05815
783 1317117.ATO7_05820
784 1317117.ATO7_05825
785 1317117.ATO7_05835
786 1317117.ATO7_05850
787 1317117.ATO7_05855
788 1317117.ATO7_05870
789 1317117.ATO7_05875
790 1317117.ATO7_05885
791 1317117.ATO7_05890
792 1317117.ATO7_05895
793 1317117.ATO7_05900
794 1317117.ATO7_05905
795 1317117.ATO7_05910
796 1317117.ATO7_05915
797 1317117.ATO7_05920
798 1317117.ATO7_05925
799 1317117.ATO7_05930
800 1317117.ATO7_05940
801 1317117.ATO7_05950
802 1317117.ATO7_05965
803 1317117.ATO7_05970
804 1317117.ATO7_05980
805 1317117.ATO7_05985
806 1317117.ATO7_05990
807 1317117.ATO7_05995
808 1317117.ATO7_06025
809 1317117.ATO7_06030
810 1317117.ATO7_06045
811 1317117.ATO7_06055
812 1317117.ATO7_06065
813 1317117.ATO7_06075
814 1317117.ATO7_06090
815 1317117.ATO7_06095
816 1317117.ATO7_06105
817 1317117.ATO7_06110
818 1317117.ATO7_06120
819 1317117.ATO7_06125
820 1317117.ATO7_06130
821 1317117.ATO7_06135
822 1317117.ATO7_06175
823 1317117.ATO7_06180
824 1317117.ATO7_06185
825 1317117.ATO7_06210
826 1317117.ATO7_06240
827 1317117.ATO7_06275
828 1317117.ATO7_06300
829 1317117.ATO7_06305
830 1317117.ATO7_06315
831 1317117.ATO7_06325
832 1317117.ATO7_06330
833 1317117.ATO7_06335
834 1317117.ATO7_06340
835 1317117.ATO7_06345
836 1317117.ATO7_06360
837 1317117.ATO7_06365
838 1317117.ATO7_06370
839 1317117.ATO7_06375
840 1317117.ATO7_06380
841 1317117.ATO7_06385
842 1317117.ATO7_06395
843 1317117.ATO7_06400
844 1317117.ATO7_06405
845 1317117.ATO7_06410
846 1317117.ATO7_06420
847 1317117.ATO7_06425
848 1317117.ATO7_06430
849 1317117.ATO7_06435
850 1317117.ATO7_06445
851 1317117.ATO7_06450
852 1317117.ATO7_06455
853 1317117.ATO7_06460
854 1317117.ATO7_06465
855 1317117.ATO7_06470
856 1317117.ATO7_06475
857 1317117.ATO7_06480
858 1317117.ATO7_06485
859 1317117.ATO7_06490
860 1317117.ATO7_06495
861 1317117.ATO7_06505
862 1317117.ATO7_06510
863 1317117.ATO7_06520
864 1317117.ATO7_06530
865 1317117.ATO7_06535
866 1317117.ATO7_06540
867 1317117.ATO7_06545
868 1317117.ATO7_06550
869 1317117.ATO7_06555
870 1317117.ATO7_06560
871 1317117.ATO7_06565
872 1317117.ATO7_06570
873 1317117.ATO7_06575
874 1317117.ATO7_06580
875 1317117.ATO7_06585
876 1317117.ATO7_06595
877 1317117.ATO7_06600
878 1317117.ATO7_06610
879 1317117.ATO7_06615
880 1317117.ATO7_06620
881 1317117.ATO7_06640
882 1317117.ATO7_06645
883 1317117.ATO7_06650
884 1317117.ATO7_06655
885 1317117.ATO7_06660
886 1317117.ATO7_06665
887 1317117.ATO7_06670
888 1317117.ATO7_06675
889 1317117.ATO7_06680
890 1317117.ATO7_06685
891 1317117.ATO7_06690
892 1317117.ATO7_06695
893 1317117.ATO7_06700
894 1317117.ATO7_06705
895 1317117.ATO7_06710
896 1317117.ATO7_06715
897 1317117.ATO7_06720
898 1317117.ATO7_06725
899 1317117.ATO7_06730
900 1317117.ATO7_06735
901 1317117.ATO7_06740
902 1317117.ATO7_06745
903 1317117.ATO7_06750
904 1317117.ATO7_06755
905 1317117.ATO7_06760
906 1317117.ATO7_06770
907 1317117.ATO7_06775
908 1317117.ATO7_06780
909 1317117.ATO7_06795
910 1317117.ATO7_06805
911 1317117.ATO7_06810
912 1317117.ATO7_06815
913 1317117.ATO7_06820
914 1317117.ATO7_06825
915 1317117.ATO7_06835
916 1317117.ATO7_06840
917 1317117.ATO7_06855
918 1317117.ATO7_06860
919 1317117.ATO7_06865
920 1317117.ATO7_06895
921 1317117.ATO7_06900
922 1317117.ATO7_06910
923 1317117.ATO7_06915
924 1317117.ATO7_06920
925 1317117.ATO7_06925
926 1317117.ATO7_06930
927 1317117.ATO7_06935
928 1317117.ATO7_06945
929 1317117.ATO7_06965
930 1317117.ATO7_06970
931 1317117.ATO7_06975
932 1317117.ATO7_06980
933 1317117.ATO7_06995
934 1317117.ATO7_07000
935 1317117.ATO7_07015
936 1317117.ATO7_07020
937 1317117.ATO7_07040
938 1317117.ATO7_07045
939 1317117.ATO7_07055
940 1317117.ATO7_07060
941 1317117.ATO7_07070
942 1317117.ATO7_07075
943 1317117.ATO7_07080
944 1317117.ATO7_07085
945 1317117.ATO7_07090
946 1317117.ATO7_07100
947 1317117.ATO7_07105
948 1317117.ATO7_07110
949 1317117.ATO7_07115
950 1317117.ATO7_07145
951 1317117.ATO7_07155
952 1317117.ATO7_07160
953 1317117.ATO7_07165
954 1317117.ATO7_07175
955 1317117.ATO7_07180
956 1317117.ATO7_07190
957 1317117.ATO7_07200
958 1317117.ATO7_07205
959 1317117.ATO7_07267
960 1317117.ATO7_07272
961 1317117.ATO7_07277
962 1317117.ATO7_07282
963 1317117.ATO7_07292
964 1317117.ATO7_07297
965 1317117.ATO7_07312
966 1317117.ATO7_07317
967 1317117.ATO7_07322
968 1317117.ATO7_07327
969 1317117.ATO7_07332
970 1317117.ATO7_07337
971 1317117.ATO7_07342
972 1317117.ATO7_07347
973 1317117.ATO7_07352
974 1317117.ATO7_07362
975 1317117.ATO7_07367
976 1317117.ATO7_07372
977 1317117.ATO7_07387
978 1317117.ATO7_07392
979 1317117.ATO7_07407
980 1317117.ATO7_07412
981 1317117.ATO7_07422
982 1317117.ATO7_07427
983 1317117.ATO7_07432
984 1317117.ATO7_07437
985 1317117.ATO7_07457
986 1317117.ATO7_07462
987 1317117.ATO7_07467
988 1317117.ATO7_07477
989 1317117.ATO7_07482
990 1317117.ATO7_07487
991 1317117.ATO7_07497
992 1317117.ATO7_07507
993 1317117.ATO7_07512
994 1317117.ATO7_07532
995 1317117.ATO7_07537
996 1317117.ATO7_07547
997 1317117.ATO7_07552
